Symbol	Ensembl
TMEM39B	ENST00000336294
KPNA6	ENST00000373625
RP4-622L5.2	ENST00000515055
TXLNA	ENST00000373610
CCDC28B	ENST00000373602
RP4-622L5.7	ENST00000373604
IQCC	ENST00000291358
DCDC2B	ENST00000409358
TMEM234	ENST00000309777
EIF3I	ENST00000676679
MTMR9LP	ENST00000426597
FAM167B	ENST00000373582
LCK	ENST00000336890
HDAC1	ENST00000373548
MARCKSL1	ENST00000329421
RP4-811H24.9	ENST00000448134
FAM229A	ENST00000432622
TSSK3	ENST00000373534
BSDC1	ENST00000455895
GAPDHP20	ENST00000444107
RP11-395N6.4	ENST00000604085
LRRC37A12P	ENST00000454917
RP1-27O5.3	ENST00000480336
ZBTB8B	ENST00000609129
ZBTB8A	ENST00000373510
ZBTB8OS	ENST00000468695
RBBP4	ENST00000373493
SYNC	ENST00000409190
RP11-114B7.6	ENST00000421619
KIAA1522	ENST00000401073
YARS1	ENST00000373477
S100PBP	ENST00000373475
FNDC5	ENST00000373471
HPCA	ENST00000373467
TMEM54	ENST00000373463
RP5-1174N9.3	ENST00000661031
RNF19B	ENST00000235150
RP5-1174N9.2	ENST00000633169
RP4-803A2.1	ENST00000401937
RP4-803A2.2	ENST00000447420
RP1-117O3.2	ENST00000427524
AK2	ENST00000672715
AZIN2	ENST00000294517
RP11-131M11.2	ENST00000622988
TRIM62	ENST00000291416
RP11-131M11.3	ENST00000624339
RP11-131M11.4	ENST00000641271
ZNF362	ENST00000539719
RP11-415J8.7	ENST00000602618
A3GALT2	ENST00000442999
PHC2	ENST00000683057
RP11-415J8.3	ENST00000627130
PHC2-AS1	ENST00000432703
TLR12P	ENST00000413515
ZSCAN20	ENST00000684572
RP4-580O19.2	ENST00000424879
CSMD2	ENST00000373381
HSPD1P14	ENST00000432666
HMGB4	ENST00000681531
CSMD2-AS1	ENST00000662460
RNA5SP42	ENST00000364278
C1orf94	ENST00000488417
RP4-657M3.2	ENST00000604298
RP4-651I17.1	ENST00000666642
GJB5	ENST00000338513
GJB4	ENST00000339480
RP1-34M23.5	ENST00000542839
GJB3	ENST00000373366
GJA4	ENST00000342280
SMIM12	ENST00000521580
RP5-997D16.2	ENST00000429293
DLGAP3	ENST00000373347
RP11-244H3.5	ENST00000417456
GPR199P	ENST00000642415
RP11-244H3.4	ENST00000487874
TMEM35B	ENST00000373337
ZMYM6	ENST00000357182
RPL12P45	ENST00000428087
ZMYM1	ENST00000359858
EFCAB14P1	ENST00000442409
RP11-181E22.4	ENST00000641402
SFPQ	ENST00000357214
ZMYM4	ENST00000314607
RPL5P4	ENST00000434805
ZMYM4-AS1	ENST00000432683
KIAA0319L	ENST00000325722
RP4-728D4.3	ENST00000442276
NCDN	ENST00000373243
TFAP2E-AS1	ENST00000444348
TFAP2E	ENST00000373235
PSMB2	ENST00000373237
C1orf216	ENST00000270815
CLSPN	ENST00000318121
RP11-435D7.3	ENST00000373226
AGO4	ENST00000373210
CFAP97P1	ENST00000604465
AGO1	ENST00000373204
RP4-789D17.6	ENST00000655341
RP4-789D17.5	ENST00000606838
AGO3	ENST00000373191
RP4-665N4.8	ENST00000466576
RP4-665N4.4	ENST00000437804
TEKT2	ENST00000207457
ADPRS	ENST00000373178
COL8A2	ENST00000397799
TRAPPC3	ENST00000373166
MAP7D1	ENST00000474796
THRAP3	ENST00000354618
UBE2V2P4	ENST00000447495
SH3D21	ENST00000453908
EVA1B	ENST00000490466
RP11-268J15.6	ENST00000657488
STK40	ENST00000373132
LSM10	ENST00000315732
OSCP1	ENST00000235532
MRPS15	ENST00000373116
CSF3R	ENST00000373106
FTLP18	ENST00000453860
RP11-251B9.1	ENST00000641463
RP4-614N24.3	ENST00000642109
RP4-614N24.1	ENST00000664693
GRIK3	ENST00000373091
RP3-406M12.1	ENST00000642067
RP5-1180C18.1	ENST00000655056
RNA5SP43	ENST00000516559
RPS29P6	ENST00000438196
LINC01137	ENST00000668045
ZC3H12A	ENST00000373087
MEAF6	ENST00000296214
SNIP1	ENST00000296215
FTH1P1	ENST00000437933
RP3-423B22.5	ENST00000423216
DNALI1	ENST00000652629
GNL2	ENST00000373062
RP11-566C13.2	ENST00000641190
RSPO1	ENST00000356545
C1orf109	ENST00000486637
CDCA8	ENST00000373055
EPHA10	ENST00000373048
ACTN4P2	ENST00000473049
RP11-109P14.2	ENST00000417484
MANEAL	ENST00000373045
RP11-109P14.9	ENST00000433474
YRDC	ENST00000373044
C1orf122	ENST00000373042
MTF1	ENST00000373036
RP11-109P14.8	ENST00000447422
RP11-109P14.10	ENST00000419993
INPP5B	ENST00000373024
SF3A3	ENST00000373019
FHL3	ENST00000373016
UTP11	ENST00000373014
POU3F1	ENST00000373012
MIR3659HG	ENST00000428151
RP5-884C9.3	ENST00000424719
LINC02786	ENST00000641212
RP11-214L19.3	ENST00000655033
RP11-214L19.2	ENST00000671301
LINC01343	ENST00000431311
RP11-329N22.2	ENST00000611376
LINC01685	ENST00000658172
HSPA5P1	ENST00000442006
RP11-334L9.2	ENST00000641481
RRAGC	ENST00000373001
RP5-864K19.7	ENST00000622355
RP5-864K19.4	ENST00000667635
MYCBP	ENST00000397572
RP5-864K19.6	ENST00000621281
GJA9	ENST00000357771
RHBDL2	ENST00000372990
EIF1P2	ENST00000428233
AKIRIN1	ENST00000432648
NDUFS5	ENST00000372969
RNA5SP44	ENST00000410446
MACF1	ENST00000564288
RP11-416A14.2	ENST00000669616
RP11-420K8.1	ENST00000289890
HSPE1P8	ENST00000406997
BMP8A	ENST00000331593
OXCT2P1	ENST00000447263
PPIEL	ENST00000427240
PABPC4	ENST00000372858
PABPC4-AS1	ENST00000415255
HEYL	ENST00000372852
RP1-144F13.3	ENST00000424418
NT5C1A	ENST00000235628
HPCAL4	ENST00000372844
RP1-144F13.4	ENST00000497982
PPIE	ENST00000324379
BMP8B	ENST00000372827
OXCT2	ENST00000327582
BMP8B-AS1	ENST00000648746
RP1-118J21.25	ENST00000566366
RP1-118J21.24	ENST00000446772
RP1-118J21.27	ENST00000641382
LINC02811	ENST00000641026
TRIT1	ENST00000316891
MYCL	ENST00000372816
MYCL-AS1	ENST00000418255
MFSD2A	ENST00000372811
RP3-342P20.2	ENST00000438210
CAP1	ENST00000372805
PPT1	ENST00000642050
OAZ1P1	ENST00000430724
RLF	ENST00000372771
TMCO2	ENST00000372766
RP1-39G22.7	ENST00000567508
ZMPSTE24	ENST00000372759
RP1-39G22.4	ENST00000447743
COL9A2	ENST00000372748
RP1-228H13.1	ENST00000600955
RP1-228H13.2	ENST00000392713
SMAP2	ENST00000372718
RP1-228H13.6	ENST00000642138
ZFP69B	ENST00000361584
RP1-228H13.5	ENST00000565390
RP11-656D10.7	ENST00000624658
ZFP69	ENST00000372706
RP11-656D10.3	ENST00000450713
EXO5	ENST00000415550
RP11-656D10.5	ENST00000453437
RP11-656D10.6	ENST00000437060
ZNF684	ENST00000372699
RP1-63P18.3	ENST00000666986
RP1-63P18.2	ENST00000414105
GTF2F2P2	ENST00000445825
RIMS3	ENST00000372684
RP4-739H11.5	ENST00000658681
RP4-739H11.3	ENST00000440100
NFYC-AS1	ENST00000606277
NFYC	ENST00000425457
KCNQ4	ENST00000347132
CITED4	ENST00000372638
RP5-1066H13.4	ENST00000414199
RP11-348A7.1	ENST00000413739
RP11-348A7.7	ENST00000653821
UBE2V1P8	ENST00000437166
CTPS1	ENST00000650070
SLFNL1-AS1	ENST00000626479
SLFNL1	ENST00000359345
SCMH1	ENST00000337495
RPL23AP17	ENST00000401064
RP11-399E6.6	ENST00000657314
RP11-399E6.1	ENST00000445073
RP11-399E6.2	ENST00000427711
RP11-399E6.5	ENST00000665468
FOXO6	ENST00000641094
FOXO6-AS1	ENST00000429109
RNA5SP45	ENST00000516754
EDN2	ENST00000372587
HIVEP3	ENST00000372583
RP11-486B10.3	ENST00000440249
RP11-486B10.4	ENST00000434240
RP11-486B10.5	ENST00000646142
RP1-21K4.2	ENST00000670076
HNRNPFP1	ENST00000391730
RP11-319C21.1	ENST00000434936
GUCA2B	ENST00000372581
GUCA2A	ENST00000357001
FOXJ3	ENST00000361346
RP11-223A3.1	ENST00000436207
RIMKLA	ENST00000431473
RP11-157D18.2	ENST00000411908
ZMYND12	ENST00000372565
PPCS	ENST00000372561
CCDC30	ENST00000668663
RPS3AP11	ENST00000426743
TMSB4XP1	ENST00000424567
RP11-163G10.4	ENST00000454425
PPIH	ENST00000304979
RP5-994D16.13	ENST00000649886
RP5-994D16.3	ENST00000414339
YBX1	ENST00000321358
CLDN19	ENST00000296387
P3H1	ENST00000296388
C1orf50	ENST00000372525
RP5-994D16.12	ENST00000603943
RP5-994D16.9	ENST00000447572
TMEM269	ENST00000536543
SVBP	ENST00000372521
ERMAP	ENST00000372517
RP11-342M1.3	ENST00000659750
ZNF691	ENST00000651192
RP11-342M1.7	ENST00000448759
MKRN8P	ENST00000417517
ATP6V1E1P1	ENST00000439215
SLC2A1	ENST00000426263
ATP6V0CP4	ENST00000639582
RP5-848E13.4	ENST00000640236
SLC2A1-AS1	ENST00000653200
RP3-393B19.1	ENST00000622380
FAM183A	ENST00000335282
EBNA1BP2	ENST00000236051
CFAP57	ENST00000372492
RNA5SP46	ENST00000362370
TMEM125	ENST00000439858
C1orf210	ENST00000523677
TIE1	ENST00000372476
MPL	ENST00000372470
RP1-92O14.7	ENST00000671634
RP1-92O14.3	ENST00000424948
CDC20	ENST00000310955
ELOVL1	ENST00000372458
MED8	ENST00000372457
MED8-AS1	ENST00000436713
SZT2	ENST00000634258
SZT2-AS1	ENST00000396885
HYI	ENST00000372430
HYI-AS1	ENST00000444386
PTPRF	ENST00000359947
KDM4A	ENST00000372396
RP11-7O11.7	ENST00000645057
KDM4A-AS1	ENST00000663424
ST3GAL3	ENST00000347631
ST3GAL3-AS1	ENST00000437753
RP11-184I16.3	ENST00000427515
SHMT1P1	ENST00000419974
ARTN	ENST00000372359
IPO13	ENST00000372343
RP11-7O11.8	ENST00000647729
DPH2	ENST00000255108
ATP6V0B	ENST00000472174
B4GALT2	ENST00000372324
CCDC24	ENST00000372318
SLC6A9	ENST00000372310
RP5-1198O20.4	ENST00000434244
RP5-1198O20.5	ENST00000436802
KRT8P47	ENST00000604727
KLF17	ENST00000372299
RP11-570P14.1	ENST00000402743
KLF18	ENST00000634670
RP4-675G8.3	ENST00000451975
OOSP1P1	ENST00000423265
RP5-891H21.1	ENST00000442754
RP5-891H21.5	ENST00000603887
DMAP1	ENST00000372289
ERI3	ENST00000372257
ERI3-IT1	ENST00000414156
RNF220	ENST00000361799
TMEM53	ENST00000372237
ARMH1	ENST00000535358
KIF2C	ENST00000372224
RP11-269F19.10	ENST00000428791
RPS8	ENST00000396651
RPS15AP11	ENST00000594193
BEST4	ENST00000372207
PLK3	ENST00000372201
DYNLT4	ENST00000339355
BTBD19	ENST00000450269
PTCH2	ENST00000372192
RP5-882O7.1	ENST00000447970
EIF2B3	ENST00000360403
RNA5SP47	ENST00000517230
CCNB1IP1P1	ENST00000428976
PPIAP35	ENST00000411837
MRPS17P1	ENST00000596009
HECTD3	ENST00000372172
UROD	ENST00000246337
ZSWIM5	ENST00000359600
OSTCP5	ENST00000425293
LINC01144	ENST00000626198
HPDL	ENST00000334815
MUTYH	ENST00000456914
RP4-534D1.6	ENST00000671898
TOE1	ENST00000372090
TESK2	ENST00000372086
PPIAP36	ENST00000435399
CCDC163	ENST00000629482
MMACHC	ENST00000401061
PRDX1	ENST00000319248
HMGB1P48	ENST00000446155
AKR1A1	ENST00000351829
ENSG00000281133	ENST00000630128
ENSG00000280836	ENST00000629041
NASP	ENST00000350030
ENSG00000281112	ENST00000628958
ENSG00000281825	ENST00000626823
CCDC17	ENST00000528266
GPBP1L1	ENST00000355105
RPS15AP10	ENST00000432472
RP11-767N6.2	ENST00000437848
TMEM69	ENST00000372025
RP11-767N6.7	ENST00000430643
IPP	ENST00000396478
RP11-630I5.1	ENST00000463059
MAST2	ENST00000361297
TMA16P2	ENST00000413187
PIK3R3	ENST00000262741
P3R3URF-PIK3R3	ENST00000540385
RP4-533D7.4	ENST00000450004
RP4-533D7.3	ENST00000426289
RP4-533D7.5	ENST00000452785
TSPAN1	ENST00000372003
P3R3URF	ENST00000506599
POMGNT1	ENST00000371984
LURAP1	ENST00000371980
RAD54L	ENST00000371975
LRRC41	ENST00000617190
UQCRH	ENST00000311672
NSUN4	ENST00000474844
RP4-603I14.3	ENST00000457027
FAAH	ENST00000243167
FAAHP1	ENST00000446499
LINC01398	ENST00000634819
DMBX1	ENST00000360032
TMEM275	ENST00000634804
MKNK1-AS1	ENST00000657773
KNCN	ENST00000481882
MKNK1	ENST00000371945
MOB3C	ENST00000319928
ATPAF1	ENST00000574428
NENFP1	ENST00000419476
TEX38	ENST00000334122
EFCAB14-AS1	ENST00000442839
EFCAB14	ENST00000371933
RP11-8J9.5	ENST00000419949
CYP4B1	ENST00000371923
CYP4Z2P	ENST00000423332
TUBAP8	ENST00000437364
CYP4A11	ENST00000310638
CYP4A26P	ENST00000563017
CYP4A43P	ENST00000568156
CYP4A27P	ENST00000567218
CYP4A44P	ENST00000569984
CYP4X1	ENST00000371901
CYP4Z1	ENST00000334194
TUBAP9	ENST00000445574
CYP4A22-AS1	ENST00000444042
CYP4A22	ENST00000371891
MTND1P34	ENST00000438556
LINC00853	ENST00000429328
PDZK1IP1	ENST00000294338
TAL1	ENST00000294339
RP1-18D14.7	ENST00000422216
STIL	ENST00000371877
CMPK1	ENST00000371873
LINC01389	ENST00000420876
FOXE3	ENST00000335071
FOXD2-AS1	ENST00000445551
FOXD2	ENST00000334793
RP4-666O22.3	ENST00000604764
RPL21P24	ENST00000413752
ATP6V0E1P4	ENST00000427294
LINC01738	ENST00000454285
TRABD2B	ENST00000606738
RP11-543D5.2	ENST00000438589
RP11-330M19.1	ENST00000445070
LINC02794	ENST00000635446
RP11-193P11.3	ENST00000455238
CYP46A4P	ENST00000414953
RP5-1024N4.6	ENST00000640049
SKINT1L	ENST00000401057
RP5-1024N4.2	ENST00000431986
SLC5A9	ENST00000438567
RP5-1024N4.4	ENST00000606809
RP5-1024N4.5	ENST00000624985
SPATA6	ENST00000371847
PPP1R8P1	ENST00000452549
RP11-329A14.1	ENST00000412769
RP11-329A14.2	ENST00000416622
AGBL4	ENST00000371839
RP11-342A17.2	ENST00000671560
BEND5	ENST00000371833
RP11-476C24.1	ENST00000663662
RP11-141A19.1	ENST00000456002
AGBL4-AS1	ENST00000420071
AGBL4-IT1	ENST00000457061
RP5-926E3.1	ENST00000428836
ZNF859P	ENST00000502859
RP11-93G23.2	ENST00000622945
MTND2P29	ENST00000438595
ELAVL4	ENST00000371824
RP11-492I2.1	ENST00000456070
ELAVL4-AS1	ENST00000442477
RP11-567C20.3	ENST00000440897
LINC02808	ENST00000641749
RP11-567C20.4	ENST00000642132
RP11-183G22.1	ENST00000423464
HMGB1P45	ENST00000435986
FCF1P6	ENST00000456841
DMRTA2	ENST00000404795
FAF1	ENST00000396153
FAF1-AS1	ENST00000424664
PHBP12	ENST00000453979
MRPS6P2	ENST00000381143
CDKN2C	ENST00000371761
C1orf185	ENST00000371759
CFL1P2	ENST00000440986
LINC01562	ENST00000366181
RNF11	ENST00000242719
RP11-296A18.5	ENST00000480705
RP11-296A18.6	ENST00000422306
TTC39A	ENST00000680483
TTC39A-AS1	ENST00000564479
EPS15	ENST00000371733
RP11-275F13.3	ENST00000422197
RP11-253A20.1	ENST00000424246
EPS15-AS1	ENST00000426017
CALR4P	ENST00000431943
OSBPL9	ENST00000428468
GAPDHP51	ENST00000426454
SLC25A6P3	ENST00000424829
NRDC	ENST00000352171
RP4-657D16.3	ENST00000586761
RP4-657D16.6	ENST00000607338
TSEN15P2	ENST00000442453
RAB3B	ENST00000371655
RNA5SP48	ENST00000363969
RP11-91A18.1	ENST00000422551
TXNDC12	ENST00000371626
RP11-91A18.6	ENST00000648686
KTI12	ENST00000371614
RP11-91A18.4	ENST00000425802
TXNDC12-AS1	ENST00000428794
BTF3L4	ENST00000313334
ZFYVE9	ENST00000287727
RP4-800M22.1	ENST00000414059
RP4-800M22.2	ENST00000412785
PDCL3P6	ENST00000429744
RP4-800M22.4	ENST00000454802
DNAJC19P7	ENST00000428811
ANAPC10P1	ENST00000395991
CC2D1B	ENST00000284376
RP11-155O18.6	ENST00000606527
RP11-155O18.7	ENST00000661897
PLA2G12AP1	ENST00000497678
ORC1	ENST00000371568
PRPF38A	ENST00000257181
TUT4	ENST00000257177
RP11-25O10.2	ENST00000607321
EEF1GP7	ENST00000422983
GPX7	ENST00000361314
SHISAL2A	ENST00000517870
COA7	ENST00000371538
NDUFS5P3	ENST00000450668
ZYG11B	ENST00000294353
RPS13P2	ENST00000437890
ZYG11A	ENST00000371528
RP4-631H13.2	ENST00000446786
ECHDC2	ENST00000371522
RP4-631H13.6	ENST00000420575
RP4-631H13.4	ENST00000436385
SCP2	ENST00000371514
H3P2	ENST00000427081
RRAS2P1	ENST00000414168
TUBBP10	ENST00000427668
PODN	ENST00000312553
RP11-334A14.5	ENST00000447867
HIGD1AP11	ENST00000438361
SLC1A7	ENST00000371494
RP11-334A14.8	ENST00000439621
RP5-1024G6.9	ENST00000617613
CPT2	ENST00000371486
RP5-1024G6.2	ENST00000629810
CZIB	ENST00000294360
RP5-1024G6.7	ENST00000569869
MAGOH	ENST00000371470
RP5-1024G6.5	ENST00000655937
LRP8	ENST00000306052
RP4-784A16.1	ENST00000432653
RP4-784A16.2	ENST00000421637
RP4-784A16.4	ENST00000446686
LINC01771	ENST00000445039
RP11-117D22.3	ENST00000647620
RP11-117D22.1	ENST00000429099
LINC02812	ENST00000449958
SLC25A3P1	ENST00000443844
RP4-796B4.3	ENST00000674099
DMRTB1	ENST00000371445
GLIS1	ENST00000628545
NDC1	ENST00000371429
RP4-654H19.2	ENST00000433953
YIPF1	ENST00000072644
DIO1	ENST00000361921
HSPB11	ENST00000194214
LRRC42	ENST00000371370
HNRNPA3P12	ENST00000437410
LDLRAD1	ENST00000371360
TMEM59	ENST00000234831
RP4-758J24.6	ENST00000624679
TCEANC2	ENST00000234827
RP4-758J24.4	ENST00000444055
ENSG00000279049	ENST00000623000
RP11-446E24.4	ENST00000637610
CDCP2	ENST00000530059
RP11-446E24.3	ENST00000623663
CYB5RL	ENST00000534324
MRPL37	ENST00000360840
SSBP3	ENST00000610401
SSBP3-AS1	ENST00000361350
RP5-997D24.3	ENST00000426901
RP4-705F19.1	ENST00000447150
RP5-866L20.4	ENST00000664270
LINC02784	ENST00000433377
RP5-866L20.2	ENST00000444140
HNRNPA1P63	ENST00000427917
ACOT11	ENST00000343744
FAM151A	ENST00000302250
RP11-240D10.4	ENST00000416119
MROH7	ENST00000421030
MROH7-TTC4	ENST00000414150
TTC4	ENST00000371281
PARS2	ENST00000371279
TTC22	ENST00000371276
RP11-67L3.2	ENST00000450503
LEXM	ENST00000371273
DHCR24	ENST00000371269
RP11-67L3.7	ENST00000658428
RP11-67L3.5	ENST00000415336
DHCR24-DT	ENST00000443284
RP11-12C17.3	ENST00000641973
TMEM61	ENST00000371268
RP11-12C17.2	ENST00000436960
BSND	ENST00000651561
PCSK9	ENST00000302118
USP24	ENST00000294383
MIR4422HG	ENST00000643232
GYG1P3	ENST00000449769
RP11-90C4.1	ENST00000643167
GOT2P1	ENST00000440922
MTCO2P34	ENST00000421994
LINC01755	ENST00000648749
LINC01753	ENST00000671610
PIGQP1	ENST00000426300
RP1-158P9.1	ENST00000435828
RPSAP20	ENST00000441455
RP1-158P9.3	ENST00000642129
RP1-158P9.2	ENST00000641035
LINC01767	ENST00000663880
PLPP3	ENST00000371250
RPL21P23	ENST00000446654
RPL23AP85	ENST00000421838
RP11-377K22.2	ENST00000442812
PRKAA2	ENST00000371244
FYB2	ENST00000343433
RP11-378I13.1	ENST00000425435
C8A	ENST00000361249
C8B	ENST00000371237
RP5-1103B4.3	ENST00000417420
DAB1	ENST00000371236
RP6-102O10.1	ENST00000422038
RPS20P5	ENST00000434808
DAB1-AS1	ENST00000457412
HNRNPA1P6	ENST00000394002
RPS26P15	ENST00000488067
RP11-393I23.4	ENST00000419596
RP11-393I23.3	ENST00000441183
RP11-414C16.1	ENST00000394974
OMA1	ENST00000371226
RP4-592A1.5	ENST00000654217
RP4-592A1.4	ENST00000604022
TACSTD2	ENST00000371225
RP4-592A1.2	ENST00000427762
MYSM1	ENST00000472487
RP11-63G10.4	ENST00000636386
JUN	ENST00000371222
LINC01135	ENST00000649834
RP11-63G10.3	ENST00000607372
RP11-63G10.2	ENST00000424592
LINC02777	ENST00000665413
LINC01358	ENST00000634502
PHBP3	ENST00000412562
RP11-145M4.1	ENST00000422198
RP11-145M4.2	ENST00000451090
FGGY-DT	ENST00000647858
RP11-467C18.1	ENST00000604999
FGGY	ENST00000303721
RP4-782L23.2	ENST00000443012
HOOK1	ENST00000371208
CYP2J2	ENST00000371204
C1orf87	ENST00000371201
PGBD4P8	ENST00000412993
LINC02778	ENST00000456878
LINC01748	ENST00000661790
RP11-436K8.1	ENST00000667362
NFIA-AS2	ENST00000655960
NFIA	ENST00000403491
NFIA-AS1	ENST00000442027
RP11-430G17.4	ENST00000647399
RP11-430G17.5	ENST00000659508
RP11-430G17.1	ENST00000416440
TM2D1	ENST00000606498
PATJ-DT	ENST00000605725
PATJ	ENST00000642238
LAMTOR5P1	ENST00000444290
PIGPP2	ENST00000411569
RPS15AP7	ENST00000439294
L1TD1	ENST00000498273
RP5-1155K23.4	ENST00000450606
KANK4	ENST00000371153
USP1	ENST00000339950
DOCK7	ENST00000635253
RP11-293K19.1	ENST00000604867
ANGPTL3	ENST00000371129
RP5-849H19.3	ENST00000624477
RP5-849H19.2	ENST00000258651
RP11-230B22.1	ENST00000453229
ATG4C	ENST00000317868
RP4-771M4.3	ENST00000450811
RP4-771M4.2	ENST00000435230
LINC01739	ENST00000641890
RP11-5P4.4	ENST00000663274
RP11-5P4.2	ENST00000418091
RP11-5P4.3	ENST00000427547
RP11-335E6.2	ENST00000455038
LINC00466	ENST00000656229
RNA5SP49	ENST00000516450
RP11-335E6.3	ENST00000449140
RPSAP65	ENST00000429660
FOXD3-AS1	ENST00000427268
FOXD3	ENST00000371116
RP4-792G4.3	ENST00000455736
ALG6	ENST00000263440
ITGB3BP	ENST00000271002
RP11-565D17.2	ENST00000657197
EFCAB7	ENST00000371088
DLEU2L	ENST00000371086
PGM1	ENST00000371084
ROR1	ENST00000371079
RP4-597J3.1	ENST00000418154
CFL1P3	ENST00000440942
ROR1-AS1	ENST00000424995
RP11-24J23.3	ENST00000646967
UBE2U	ENST00000371077
CACHD1	ENST00000651257
RAVER2	ENST00000294428
JAK1	ENST00000342505
RP11-182I10.1	ENST00000442855
RP11-182I10.2	ENST00000446914
LINC01359	ENST00000634604
SLC2A3P2	ENST00000331747
RP4-535B20.4	ENST00000607528
RP4-535B20.2	ENST00000416486
MRPS21P1	ENST00000453850
AK4	ENST00000327299
RPS29P7	ENST00000439662
RP5-1044H5.1	ENST00000435739
COX6CP13	ENST00000428703
DNAJC6	ENST00000371069
LEPROT	ENST00000371065
LEPR	ENST00000349533
RP4-630A11.3	ENST00000429871
RP11-430H12.2	ENST00000426714
RP11-433N2.1	ENST00000646875
PDE4B	ENST00000341517
PDE4B-AS1	ENST00000424138
SGIP1	ENST00000371037
RP4-598P13.1	ENST00000502413
DYNLT5	ENST00000282670
INSL5	ENST00000304526
DNAI4	ENST00000371026
RP11-342H21.2	ENST00000456389
MIER1	ENST00000401041
SLC35D1	ENST00000235345
C1orf141	ENST00000684719
RP4-547N15.3	ENST00000621423
IL23R	ENST00000347310
DNAJB6P4	ENST00000432257
IL12RB2	ENST00000674203
SERBP1	ENST00000361219
LINC01702	ENST00000635350
RP11-393N21.1	ENST00000414338
HNRNPCP9	ENST00000426952
GADD45A	ENST00000370986
GNG12	ENST00000370982
GNG12-AS1	ENST00000420587
RP4-609E1.2	ENST00000435784
DIRAS3	ENST00000370981
ARL5AP3	ENST00000439327
WLS	ENST00000262348
CTBP2P8	ENST00000422584
RPS7P4	ENST00000444127
COX6B1P7	ENST00000430845
ELOCP18	ENST00000434209
RP5-1033K19.2	ENST00000421309
RPE65	ENST00000262340
DEPDC1	ENST00000456315
RP4-694A7.2	ENST00000425820
DEPDC1-AS1	ENST00000428732
TXNP2	ENST00000443918
RP4-629B2.1	ENST00000646352
RP11-520E6.1	ENST00000643361
RP11-520E6.2	ENST00000644104
LINC01707	ENST00000658427
LINC02791	ENST00000650525
LINC01758	ENST00000448001
RP11-379C1.2	ENST00000662276
LRRC7	ENST00000651989
SGO1P1	ENST00000603525
RP5-944F13.1	ENST00000656012
PIN1P1	ENST00000439639
LRRC7-AS1	ENST00000414132
LRRC40	ENST00000370952
SRSF11	ENST00000370950
RP4-677H15.4	ENST00000422107
ANKRD13C	ENST00000370944
HHLA3	ENST00000531950
HHLA3-AS1	ENST00000413943
CTH	ENST00000370938
RP11-42O15.3	ENST00000607679
CHORDC1P5	ENST00000456361
CASP3P1	ENST00000446037
LINC01788	ENST00000419450
RP11-99H8.1	ENST00000423187
RP3-333A15.1	ENST00000426775
RP3-333A15.2	ENST00000602605
PTGER3	ENST00000370924
ZRANB2-AS1	ENST00000450461
ZRANB2	ENST00000370920
ZRANB2-AS2	ENST00000663294
RP11-115M14.1	ENST00000422522
NEGR1	ENST00000357731
RP11-82L20.1	ENST00000446438
RP11-175G14.2	ENST00000605519
NEGR1-IT1	ENST00000453121
GDI2P2	ENST00000445131
RP4-660H19.2	ENST00000665984
RPL31P12	ENST00000422587
RP4-660H19.1	ENST00000668734
LINC02796	ENST00000418078
LINC02797	ENST00000650621
RP11-25L19.1	ENST00000623251
KRT8P21	ENST00000430398
LINC01360	ENST00000658942
LINC02238	ENST00000424953
RNA5SP50	ENST00000363731
RP11-275A6.1	ENST00000649962
LRRIQ3	ENST00000354431
FPGT-TNNI3K	ENST00000557284
FPGT	ENST00000370898
TNNI3K	ENST00000326637
RP11-439H8.4	ENST00000415549
RP4-650F12.2	ENST00000411417
LRRC53	ENST00000294635
ERICH3	ENST00000326665
ERICH3-AS1	ENST00000612390
RP11-17E13.2	ENST00000608748
CRYZ	ENST00000340866
TYW3	ENST00000370867
RP11-93N20.1	ENST00000438619
RP11-510C10.4	ENST00000565735
RP11-510C10.2	ENST00000446238
RP11-510C10.3	ENST00000427892
LHX8	ENST00000356261
SLC44A5	ENST00000370859
RP11-87O11.1	ENST00000440382
RP4-595K12.1	ENST00000413677
RP4-595K12.2	ENST00000446582
ACADM	ENST00000370841
DLSTP1	ENST00000444241
RABGGTB	ENST00000319942
MSH4	ENST00000263187
ASB17	ENST00000284142
RP11-550H2.1	ENST00000663316
RP11-550H2.2	ENST00000434540
ST6GALNAC3	ENST00000328299
RP11-335E14.1	ENST00000394513
RP5-1102E8.3	ENST00000608243
TPI1P1	ENST00000420977
LINC02567	ENST00000427806
ST6GALNAC5	ENST00000477717
RP4-564M11.2	ENST00000454305
PIGK	ENST00000370812
RP4-706A16.3	ENST00000471722
RP11-363H12.1	ENST00000458048
RP11-363H12.3	ENST00000654296
AK5	ENST00000354567
RP11-375A5.1	ENST00000436206
RP11-40C18.2	ENST00000666710
ZZZ3	ENST00000370801
RNA5SP20	ENST00000515976
USP33	ENST00000370794
ACTG1P21	ENST00000431536
MIGA1	ENST00000370791
RNA5SP21	ENST00000410917
RP11-181C21.4	ENST00000427577
NSRP1P1	ENST00000444067
HSPE1P25	ENST00000455484
NEXN-AS1	ENST00000421331
NEXN	ENST00000334785
FUBP1	ENST00000370768
RP11-386I14.4	ENST00000608684
DNAJB4	ENST00000370763
RP11-386I14.5	ENST00000650170
RP11-386I14.2	ENST00000265259
GIPC2	ENST00000370759
