UCSC	Symbol	Refseq	Ensembl
uc001buq.4	TMEM234	NM_019118	ENST00000309777
uc009vuc.3	EIF3I	NM_003757	ENST00000373586
uc001buw.3	FAM167B	NM_032648	ENST00000373582
uc001buy.3	LCK	NM_001042771	ENST00000333070
uc001bvb.1	HDAC1	NM_004964	ENST00000373548
uc001bvd.4	MARCKSL1	NM_023009	ENST00000329421
uc021oku.1	FAM229A	NM_001167676	ENST00000432622
uc001bvf.3	TSSK3	NM_052841	ENST00000373534
uc010ohg.2	BSDC1	NM_001143888	ENST00000455895
uc001bvl.4	ZBTB8B	NM_001145720	ENST00000609129
uc001bvn.3	ZBTB8A	NM_001040441	ENST00000373510
uc001bvp.3	ZBTB8OS	NM_178547	ENST00000468695
uc001bvr.3	RBBP4	NM_005610	ENST00000373493
uc001bvt.2	SYNC	NM_030786	ENST00000373484
uc001bvu.1	KIAA1522	NM_020888	ENST00000401073
uc001bvy.1	YARS	NM_003680	ENST00000373477
uc001bwc.4	S100PBP	NM_022753	ENST00000373475
uc001bwg.3	FNDC5	NM_001171941	ENST00000373471
uc001bwh.3	HPCA	NM_002143	ENST00000373467
uc001bwi.1	TMEM54	NM_033504	ENST00000373463
uc010oho.2	RNF19B	NM_153341	ENST00000373456
uc001bwp.2	AK2	NM_001625	ENST00000354858
uc001bwr.3	ADC	NM_052998	ENST00000294517
uc001bxb.3	TRIM62	NM_018207	ENST00000291416
uc001bxc.1	ZNF362	NM_152493	ENST00000539719
uc031plq.1	A3GALT2	NM_001080438	ENST00000442999
uc001bxg.1	PHC2	NM_198040	ENST00000257118
uc021okw.1	MIR3605	NR_037400	ENST00000583214
uc001bxj.4	ZSCAN20	NM_145238	ENST00000361328
uc001bxn.1	CSMD2	NM_052896	ENST00000241312
uc001bxp.3	HMGB4	NM_145205	ENST00000519684
uc001bxr.3	LOC402779	NR_038372	ENST00000425631
uc001bxt.3	C1orf94	NM_001134734	ENST00000488417
uc001bxu.4	GJB5	NM_005268	ENST00000338513
uc001bxv.1	GJB4	NM_153212	ENST00000339480
uc001bxy.3	GJB3	NM_001005752	ENST00000373362
uc001bya.3	GJA4	NM_002060	ENST00000342280
uc001byb.3	SMIM12	NM_138428	ENST00000521580
uc001byc.3	DLGAP3	NM_001080418	ENST00000235180
uc021olf.1	LOC653160	NR_037869	ENST00000311990
uc001bye.3	ZMYM6NB	NM_001195156	ENST00000373337
uc001byh.3	ZMYM6	NM_007167	ENST00000493328
uc001bym.3	ZMYM1	NM_024772	ENST00000359858
uc001bys.3	SFPQ	NM_005066	ENST00000357214
uc001byt.3	ZMYM4	NM_005095	ENST00000314607
uc001byx.3	KIAA0319L	NM_024874	ENST00000325722
uc001bza.3	NCDN	NM_001014839	ENST00000356090
uc001bzf.2	PSMB2	NM_002794	ENST00000373237
uc010ohy.2	TFAP2E	NM_178548	ENST00000373235
uc001bzh.1	C1orf216	NM_152374	ENST00000270815
uc001bzi.3	CLSPN	NM_022111	ENST00000318121
uc001bzj.2	AGO4	NM_017629	ENST00000373210
uc001bzl.3	AGO1	NM_012199	ENST00000373204
uc001bzp.3	AGO3	NM_024852	ENST00000373191
uc001bzr.3	TEKT2	NM_014466	ENST00000207457
uc001bzt.3	ADPRHL2	NM_017825	ENST00000373178
uc001bzv.2	COL8A2	NM_005202	ENST00000303143
uc031pls.1	TRAPPC3	NM_001270894	ENST00000373166
uc001bzz.3	MAP7D1	NM_018067	ENST00000373151
uc001cae.4	THRAP3	NM_005119	ENST00000354618
uc010oia.1	SH3D21	NM_001162530	ENST00000453908
uc001caj.1	EVA1B	NM_018166	ENST00000270824
uc001cak.1	STK40	NM_032017	ENST00000373129
uc001cao.1	LSM10	NM_032881	ENST00000315732
uc001caq.3	OSCP1	NM_145047	ENST00000235532
uc001cas.2	MRPS15	NM_031280	ENST00000373116
uc001cax.2	CSF3R	NM_156039	ENST00000373103
uc001caz.2	GRIK3	NM_000831	ENST00000373091
uc021oll.1	MIR4255	NR_036217	ENST00000579351
uc021olm.1	LOC728431	NR_038842	ENST00000424989
uc001cbb.4	ZC3H12A	NM_025079	ENST00000373087
uc001cbe.2	MEAF6	NM_022756	ENST00000373075
uc031pma.1	MIR5581	NR_049844	ENST00000580821
uc001cbi.4	SNIP1	NM_024700	ENST00000296215
uc001cbj.3	DNALI1	NM_003462	ENST00000296218
uc001cbk.3	GNL2	NM_013285	ENST00000373062
uc001cbm.2	RSPO1	NM_001242908	ENST00000356545
uc001cbp.3	C1orf109	NM_017850	ENST00000358011
uc001cbs.4	CDCA8	NM_001256875	ENST00000373055
uc009vvi.3	EPHA10	NM_001099439	ENST00000373048
uc001cby.2	MANEAL	NM_001113482	ENST00000373045
uc001cca.1	YRDC	NM_024640	ENST00000373044
uc001ccd.2	C1orf122	NM_198446	ENST00000373043
uc001cce.1	MTF1	NM_005955	ENST00000373036
uc001ccg.1	INPP5B	NM_005540	ENST00000373023
uc001cci.3	SF3A3	NM_006802	ENST00000373019
uc001cck.3	FHL3	NM_004468	ENST00000373016
uc001ccn.4	UTP11L	NM_016037	ENST00000373014
uc001ccp.1	POU3F1	NM_002699	ENST00000373012
uc021olo.1	MIR3659	NR_037432	ENST00000582606
uc021olp.1	LOC339442	NR_038928	ENST00000431311
uc001ccq.3	RRAGC	NM_022157	ENST00000373001
uc001ccs.3	MYCBP	NM_012333	ENST00000397572
uc021olr.1	GJA9	NM_030772	ENST00000360786
uc001ccu.1	RHBDL2	NM_017821	ENST00000372990
uc001ccw.3	AKIRIN1	NM_024595	ENST00000432648
uc001ccy.3	NDUFS5	NM_001184979	ENST00000372967
uc031pmc.1	MACF1	NM_012090	ENST00000567887
uc009vvt.1	KIAA0754	NM_015038	ENST00000530275
uc001cdi.3	BMP8A	NM_181809	ENST00000331593
uc001cdk.3	PPIEL	NR_003929	ENST00000417869
uc001cdl.2	PABPC4	NM_001135653	ENST00000372857
uc001cdo.1	SNORA55	NR_002983	ENST00000364587
uc001cdp.3	HEYL	NM_014571	ENST00000372852
uc001cdq.1	NT5C1A	NM_032526	ENST00000235628
uc001cdr.3	HPCAL4	NM_016257	ENST00000372844
uc001cdw.3	PPIE	NM_001195007	ENST00000372830
uc001cdz.1	BMP8B	NM_001720	ENST00000372827
uc001ceb.1	OXCT2	NM_022120	ENST00000327582
uc021olz.1	TRIT1	NM_017646	ENST00000316891
uc001cer.2	MYCL1	NM_001033082	ENST00000397332
uc001cev.3	MFSD2A	NM_001136493	ENST00000372809
uc001cey.4	CAP1	NM_001105530	ENST00000372797
uc001cfb.2	PPT1	NM_000310	ENST00000433473
uc001cfc.4	RLF	NM_012421	ENST00000372771
uc001cfe.2	TMCO2	NM_001008740	ENST00000372766
uc001cfg.4	ZMPSTE24	NM_005857	ENST00000372759
uc001cfh.1	COL9A2	NM_001852	ENST00000372748
uc001cfj.3	SMAP2	NM_022733	ENST00000372718
uc001cfn.2	ZFP69B	NM_023070	ENST00000411995
uc001cfo.3	ZFP69	NM_198494	ENST00000372706
uc001cfp.3	EXO5	NM_022774	ENST00000296380
uc001cft.2	ZNF684	NM_152373	ENST00000372699
uc001cfu.1	RIMS3	NM_014747	ENST00000372684
uc010ojl.1	LOC100130557	NR_024567	ENST00000606277
uc009vwd.3	NFYC	NM_014223	ENST00000447388
uc001cgf.2	MIR30E	NR_029846	ENST00000362104
uc001cgg.3	MIR30C1	NR_029833	ENST00000385227
uc001cgh.2	KCNQ4	NM_004700	ENST00000347132
uc001cgj.3	CITED4	NM_133467	ENST00000372638
uc001cgk.4	CTPS1	NM_001905	ENST00000372621
uc021omd.1	SLFNL1-AS1	NR_037868	n/a
uc001cgm.2	SLFNL1	NM_144990	ENST00000359345
uc001cgs.3	SCMH1	NM_001172219	ENST00000372596
uc001cgx.3	EDN2	NM_001956	ENST00000372587
uc001cha.4	HIVEP3	NM_001127714	ENST00000372584
uc001chc.1	GUCA2B	NM_007102	ENST00000372581
uc001chd.1	GUCA2A	NM_033553	ENST00000357001
uc001chf.3	FOXJ3	NM_014947	ENST00000361346
uc001chi.2	RIMKLA	NM_173642	ENST00000431473
uc001chj.3	ZMYND12	NM_032257	ENST00000372565
uc001chl.3	PPCS	NM_024664	ENST00000472013
uc009vwk.1	CCDC30	NM_001080850	ENST00000342022
uc001chq.3	PPIH	NM_006347	ENST00000304979
uc001chs.3	YBX1	NM_004559	ENST00000321358
uc001cht.1	CLDN19	NM_148960	ENST00000296387
uc001chx.4	LEPRE1	NM_001243246	ENST00000236040
uc001cia.4	C1orf50	NM_024097	ENST00000372525
uc021omg.1	LOC100129924	NM_001242750	ENST00000421630
uc001cib.2	CCDC23	NM_199342	ENST00000372521
uc001cie.1	ERMAP	NM_018538	ENST00000372514
uc021omh.1	ZNF691	NM_001242739	ENST00000372506
uc001cik.2	SLC2A1	NM_006516	ENST00000426263
uc001cil.3	SLC2A1-AS1	NR_033967	ENST00000431759
uc009vwo.3	FAM183A	NM_001101376	ENST00000410025
uc010ojx.2	EBNA1BP2	NM_001159936	ENST00000431635
uc021omk.1	WDR65	NM_001195831	ENST00000372492
uc021oml.1	TMEM125	NM_144626	ENST00000439858
uc001cit.4	C1orf210	NM_182517	ENST00000523677
uc001ciu.3	TIE1	NM_005424	ENST00000372476
uc001ciw.3	MPL	NM_005373	ENST00000372470
uc001cix.3	CDC20	NM_001255	ENST00000310955
uc031pmf.1	ELOVL1	NM_001256399	ENST00000372458
uc001cje.2	MED8	NM_052877	ENST00000290663
uc001cjk.3	SZT2	NM_015284	ENST00000562955
uc001cjo.3	HYI	NM_001190880	ENST00000583037
uc001cjr.3	PTPRF	NM_002840	ENST00000359947
uc001cjx.3	KDM4A	NM_014663	ENST00000372396
uc001cjz.4	ST3GAL3	NM_174964	ENST00000262915
uc001ckt.3	ARTN	NM_001136215	ENST00000414809
uc001ckx.3	IPO13	NM_014652	ENST00000372343
uc001ckz.3	DPH2	NM_001384	ENST00000255108
uc001cld.3	ATP6V0B	NM_004047	ENST00000472174
uc010okl.2	B4GALT2	NM_030587	ENST00000356836
uc001cll.4	SLC6A9	NM_201649	ENST00000372310
uc001clj.3	CCDC24	NM_152499	ENST00000372318
uc001clp.3	KLF17	NM_173484	ENST00000372299
uc001clq.1	DMAP1	NM_001034024	ENST00000361745
uc001clt.3	ERI3	NM_024066	ENST00000372257
uc001clv.1	RNF220	NM_018150	ENST00000361799
uc031pmh.1	MIR5584	NR_049849	ENST00000581357
uc001cmc.3	TMEM53	NM_024587	ENST00000372237
uc001cmf.2	C1orf228	NM_001145636	ENST00000535358
uc001cmg.4	KIF2C	NM_006845	ENST00000372224
uc001cmi.3	RPS8	NM_001012	ENST00000396651
uc001cmj.1	SNORD55	NR_000015	ENST00000581525
uc001cmk.1	SNORD46	NR_000024	ENST00000364043
uc009vxi.3	SNORD38A	NR_001456	ENST00000365161
uc001cml.3	SNORD38B	NR_001457	ENST00000384690
uc001cmm.3	BEST4	NM_153274	ENST00000372207
uc001cmn.3	PLK3	NM_004073	ENST00000372201
uc001cmp.3	TCTEX1D4	NM_001013632	ENST00000372200
uc010ole.1	BTBD19	NM_001136537	ENST00000450269
uc010olf.2	PTCH2	NM_003738	ENST00000372192
uc001cmt.3	EIF2B3	NM_020365	ENST00000360403
uc009vxk.3	HECTD3	NM_024602	ENST00000372172
uc001cna.2	UROD	NM_000374	ENST00000246337
uc001cnd.2	ZSWIM5	NM_020883	ENST00000359600
uc010olk.2	LOC400752	NR_024270	n/a
uc001cne.3	HPDL	NM_032756	ENST00000334815
uc009vxp.3	MUTYH	NM_001128425	ENST00000450313
uc009vxq.3	TOE1	NM_025077	ENST00000372090
uc001cns.1	TESK2	NM_007170	ENST00000372086
uc001cnw.3	CCDC163P	NR_033296	ENST00000415578
uc009vxv.3	MMACHC	NM_015506	ENST00000401061
uc021omw.1	PRDX1	NM_001202431	ENST00000262746
uc001coe.3	AKR1A1	NM_153326	ENST00000372070
uc001coi.2	NASP	NM_002482	ENST00000350030
uc010olt.2	CCDC17	NM_001114938	ENST00000491755
uc001coq.3	GPBP1L1	NM_021639	ENST00000355105
uc010olu.1	RPS15AP10	NR_026768	ENST00000432472
uc001cor.1	TMEM69	NM_016486	ENST00000372025
uc001cou.3	IPP	NM_005897	ENST00000396478
uc001cov.3	MAST2	NM_015112	ENST00000361297
uc001cpb.4	PIK3R3	NM_003629	ENST00000262741
uc001cpd.3	TSPAN1	NM_005727	ENST00000372003
uc001cpg.3	POMGNT1	NM_001243766	ENST00000371992
uc010oma.2	LURAP1	NM_001013615	ENST00000371980
uc009vye.2	RAD54L	NM_001142548	ENST00000442598
uc001cpn.3	LRRC41	NM_006369	ENST00000343304
uc001cpp.3	UQCRH	NM_006004	ENST00000311672
uc001cpr.2	NSUN4	NM_199044	ENST00000307089
uc001cpu.2	FAAH	NM_001441	ENST00000243167
uc021ona.1	LOC729041	NR_045483	ENST00000429784
uc001cpx.3	DMBX1	NM_147192	ENST00000371956
uc021onb.1	MKNK1-AS1	NR_038403	ENST00000602433
uc009vyh.1	KNCN	NM_001097611	ENST00000294445
uc001cqb.4	MKNK1	NM_003684	ENST00000371946
uc001cqe.4	MOB3C	NM_145279	ENST00000271139
uc001cqh.4	ATPAF1	NM_022745	ENST00000371937
uc001cqk.4	EFCAB14	NM_014774	ENST00000371933
uc001cqj.3	TEX38	NM_001145474	ENST00000334122
uc021ond.1	EFCAB14-AS1	NR_038827	ENST00000442839
uc001cqn.4	CYP4B1	NM_001099772	ENST00000371923
uc031pmm.1	CYP4Z2P	NR_002788	ENST00000505841
uc001cqp.4	CYP4A11	NM_000778	ENST00000310638
uc001cqt.3	CYP4X1	NM_178033	ENST00000371901
uc001cqu.1	CYP4Z1	NM_178134	ENST00000334194
uc001cqv.1	CYP4A22	NM_001010969	ENST00000371891
uc031pmn.1	LINC00853	NR_047498	ENST00000429328
uc001cqw.3	PDZK1IP1	NM_005764	ENST00000294338
uc001cqx.2	TAL1	NM_003189	ENST00000371883
uc001crd.1	STIL	NM_001048166	ENST00000337817
uc001cri.3	CMPK1	NM_016308	ENST00000371873
uc001crk.3	FOXE3	NM_012186	ENST00000335071
uc001crl.3	FOXD2-AS1	NR_026878	ENST00000445551
uc001crm.3	FOXD2	NM_004474	ENST00000334793
uc021ong.1	TRABD2B	NM_001194986	ENST00000606738
uc010omr.1	SKINTL	NR_026749	ENST00000401057
uc001crn.2	SLC5A9	NM_001135181	ENST00000236495
uc001crr.2	SPATA6	NM_019073	ENST00000371847
uc001cru.2	AGBL4	NM_032785	ENST00000371839
uc001crx.4	BEND5	NM_024603	ENST00000371833
uc001csb.2	ELAVL4	NM_021952	ENST00000371824
uc010onb.2	DMRTA2	NM_032110	ENST00000404795
uc001cse.1	FAF1	NM_007051	ENST00000396153
uc001csg.3	CDKN2C	NM_078626	ENST00000371761
uc001csh.3	C1orf185	NM_001136508	ENST00000371759
uc001csi.4	RNF11	NM_014372	ENST00000242719
uc010onf.2	TTC39A	NM_001144832	ENST00000413473
uc001csq.1	EPS15	NM_001981	ENST00000371733
uc001csu.3	OSBPL9	NM_148909	ENST00000337809
uc001ctc.4	NRD1	NM_002525	ENST00000354831
uc001cth.3	RAB3B	NM_002867	ENST00000371655
uc001cti.4	TXNDC12	NM_015913	ENST00000371626
uc001ctj.1	KTI12	NM_138417	ENST00000371614
uc001ctk.3	BTF3L4	NM_152265	ENST00000313334
uc001cto.4	ZFYVE9	NM_004799	ENST00000287727
uc001ctq.2	CC2D1B	NM_032449	ENST00000371586
uc001ctu.3	ORC1	NM_001190818	ENST00000371568
uc001ctv.4	PRPF38A	NM_032864	ENST00000257181
uc001cty.2	ZCCHC11	NM_001009881	ENST00000371544
uc001cue.3	GPX7	NM_015696	ENST00000361314
uc001cuf.3	FAM159A	NM_001042693	ENST00000517870
uc001cui.2	SELRC1	NM_023077	ENST00000371538
uc001cuj.3	ZYG11B	NM_024646	ENST00000294353
uc001cuk.2	ZYG11A	NM_001004339	ENST00000371528
uc001cup.4	ECHDC2	NM_001198961	ENST00000371522
uc001cur.2	SCP2	NM_002979	ENST00000371514
uc010onr.2	PODN	NM_001199081	ENST00000371500
uc001cuy.3	SLC1A7	NM_006671	ENST00000371494
uc001cvb.4	CPT2	NM_000098	ENST00000371486
uc001cvd.3	C1orf123	NM_017887	ENST00000294360
uc001cvf.2	MAGOH	NM_002370	ENST00000371470
uc001cvg.3	LOC100507564	NR_038953	ENST00000458151
uc001cvi.2	LRP8	NM_004631	ENST00000306052
uc009vzj.3	SLC25A3P1	NR_002314	ENST00000569142
uc001cvq.1	DMRTB1	NM_033067	ENST00000371445
uc001cvr.1	GLIS1	NM_147193	ENST00000312233
uc001cvs.3	NDC1	NM_018087	ENST00000371429
uc001cvu.3	YIPF1	NM_018982	ENST00000072644
uc001cwb.3	DIO1	NM_001039715	ENST00000361921
uc001cwh.3	HSPB11	NM_016126	ENST00000194214
uc001cwj.2	LRRC42	NM_052940	ENST00000371370
uc001cwm.2	LDLRAD1	NM_001010978	ENST00000371360
uc001cwp.3	TMEM59	NM_004872	ENST00000234831
uc001cwt.1	TCEANC2	NM_153035	ENST00000234827
uc021ons.1	MIR4781	NR_039942	ENST00000585250
uc001cwv.2	CDCP2	NM_201546	ENST00000371330
uc009vzo.3	CYB5RL	NM_001031672	ENST00000490863
uc001cxa.4	MRPL37	NM_016491	ENST00000360840
uc001cxe.4	SSBP3	NM_145716	ENST00000326956
uc001cxl.2	ACOT11	NM_147161	ENST00000343744
uc001cxn.3	FAM151A	NM_176782	ENST00000302250
uc010ooe.1	MROH7	NM_001039464	ENST00000421030
uc001cxx.4	TTC4	NM_004623	ENST00000371281
uc001cxy.3	PARS2	NM_152268	ENST00000371279
uc009vzt.1	TTC22	NM_001114108	ENST00000371276
uc001cyb.4	C1orf177	NM_001110533	ENST00000358193
uc001cyc.1	DHCR24	NM_014762	ENST00000371269
uc001cyd.3	TMEM61	NM_182532	ENST00000371268
uc001cye.3	BSND	NM_057176	ENST00000371265
uc001cyf.2	PCSK9	NM_174936	ENST00000302118
uc021onw.1	USP24	NM_015306	ENST00000294383
uc021onx.1	LOC100507634	NR_038320	n/a
uc021ony.1	MIR4422	NR_039618	ENST00000581938
uc001cyj.2	PPAP2B	NM_003713	ENST00000371250
uc001cyk.4	PRKAA2	NM_006252	ENST00000371244
uc001cym.4	C1orf168	NM_001004303	ENST00000343433
uc001cyo.2	C8A	NM_000562	ENST00000361249
uc001cyp.3	C8B	NM_000066	ENST00000371237
uc001cys.1	DAB1	NM_021080	ENST00000371234
uc001cyy.3	OMA1	NM_145243	ENST00000371226
uc001cyz.4	TACSTD2	NM_002353	ENST00000371225
uc009wab.2	MYSM1	NM_001085487	ENST00000472487
uc001cze.3	JUN	NM_002228	ENST00000371222
uc010oop.1	LOC100131060	NR_034015	ENST00000544621
uc010ooq.2	HSD52	NR_027120	ENST00000425914
uc009wac.3	FGGY	NM_001113411	ENST00000371218
uc021oob.1	MIR4711	NR_039861	ENST00000578274
uc001czo.3	HOOK1	NM_015888	ENST00000371208
uc001czq.3	CYP2J2	NM_000775	ENST00000371204
uc001czs.2	C1orf87	NM_152377	ENST00000371201
uc010oos.2	NFIA	NM_001145512	ENST00000403491
uc031pmt.1	MGC34796	NR_073400	ENST00000416440
uc001czz.1	TM2D1	NM_032027	ENST00000294613
uc001dab.3	INADL	NM_176877	ENST00000371158
uc001dae.4	L1TD1	NM_019079	ENST00000498273
uc001dah.4	KANK4	NM_181712	ENST00000371153
uc001dak.2	USP1	NM_001017416	ENST00000371146
uc001daq.4	DOCK7	NM_001271999	ENST00000251157
uc001das.2	ANGPTL3	NM_014495	ENST00000371129
uc001dau.3	ATG4C	NM_032852	ENST00000317868
uc001daw.2	LINC00466	NR_038252	ENST00000455304
uc001dax.2	FOXD3	NM_012183	ENST00000371116
uc021oof.1	ALG6	NM_013339	ENST00000371108
uc001dbb.2	ITGB3BP	NM_001206739	ENST00000371092
uc001dbf.3	EFCAB7	NM_032437	ENST00000371088
uc001dbg.1	DLEU2L	NR_002771	n/a
uc010ooz.2	PGM1	NM_001172818	ENST00000371083
uc001dbj.3	ROR1	NM_005012	ENST00000371079
uc001dbn.1	UBE2U	NM_152489	ENST00000371076
uc001dbo.1	CACHD1	NM_020925	ENST00000290039
uc021ooh.1	MIR4794	NR_039957	ENST00000582305
uc001dbs.2	RAVER2	NM_018211	ENST00000371072
uc001dbu.1	JAK1	NM_002227	ENST00000342505
uc021ook.1	MIR3671	NR_037443	ENST00000580455
uc001dbx.3	MIR101-1	NR_029516	ENST00000362265
uc001dby.3	AK4	NM_203464	ENST00000545314
uc001dce.2	DNAJC6	NM_001256864	ENST00000395325
uc001dci.3	LEPR	NM_002303	ENST00000349533
uc001dcf.3	LEPROT	NM_017526	ENST00000371065
uc001dco.3	PDE4B	NM_002600	ENST00000329654
uc001dcr.3	SGIP1	NM_032291	ENST00000371037
uc021oon.1	MIR3117	NR_036060	ENST00000584034
uc001dcv.3	TCTEX1D1	NM_152665	ENST00000282670
uc001dcw.3	INSL5	NM_005478	ENST00000304526
uc001dcx.3	WDR78	NM_024763	ENST00000371026
uc001dde.2	MIER1	NM_001077700	ENST00000357692
uc001ddk.2	SLC35D1	NM_015139	ENST00000235345
uc001ddm.2	C1orf141	NM_001276351	ENST00000371007
uc001ddo.3	IL23R	NM_144701	ENST00000347310
uc001ddu.3	IL12RB2	NM_001559	ENST00000262345
uc001ddv.3	SERBP1	NM_001018067	ENST00000370994
uc001ddz.2	GADD45A	NM_001924	ENST00000370986
uc001dea.2	GNG12	NM_018841	ENST00000370982
uc001deb.2	GNG12-AS1	NR_040077	ENST00000420587
uc001ded.3	DIRAS3	NM_004675	ENST00000370981
uc001dee.3	WLS	NM_001002292	ENST00000540432
uc021oos.1	MIR1262	NR_031664	ENST00000408276
uc001dei.1	RPE65	NM_000329	ENST00000262340
uc001dem.4	DEPDC1	NM_001114120	ENST00000456315
uc001dep.3	LRRC7	NM_020794	ENST00000310961
uc009wbh.2	PIN1P1	NR_023916	ENST00000412108
uc001der.2	LRRC40	NM_017768	ENST00000370952
uc001des.3	SRSF11	NM_004768	ENST00000370950
uc001dex.4	ANKRD13C	NM_030816	ENST00000370944
uc001dfa.3	HHLA3	NM_001036645	ENST00000359875
uc001dfd.3	CTH	NM_001902	ENST00000411986
uc001dfo.3	PTGER3	NM_198718	ENST00000414819
uc001dfr.3	ZRANB2-AS1	NR_038420	ENST00000450461
uc001dft.3	ZRANB2	NM_203350	ENST00000370920
uc010oqr.1	MIR186	NR_029707	ENST00000384988
uc001dfu.2	ZRANB2-AS2	NR_046217	ENST00000455406
uc001dfw.3	NEGR1	NM_173808	ENST00000357731
uc031pmw.1	NEGR1-IT1	NR_046218	ENST00000453121
uc001dfy.4	LRRIQ3	NM_001105659	ENST00000354431
uc001dge.2	FPGT-TNNI3K	NM_001112808	ENST00000370891
uc001dgg.3	C1orf173	NM_001002912	ENST00000326665
uc001dgj.3	CRYZ	NM_001889	ENST00000417775
uc001dgn.3	TYW3	NM_138467	ENST00000370867
uc031pmx.1	LHX8	NM_001256114	ENST00000356261
uc001dgu.3	SLC44A5	NM_152697	ENST00000370855
uc009wbp.3	ACADM	NM_001127328	ENST00000370841
uc001dgy.2	RABGGTB	NM_004582	ENST00000319942
uc001dgz.2	SNORD45C	NR_003042	ENST00000383893
uc009wbu.1	SNORD45A	NR_002749	ENST00000384512
uc009wbv.1	SNORD45B	NR_002748	ENST00000364617
uc001dhd.2	MSH4	NM_002440	ENST00000263187
uc001dhe.2	ASB17	NM_080868	ENST00000284142
uc001dhh.2	ST6GALNAC3	NM_152996	ENST00000328299
uc001dhi.3	ST6GALNAC5	NM_030965	ENST00000477717
uc001dhk.3	PIGK	NM_005482	ENST00000370812
uc001dhn.3	AK5	NM_174858	ENST00000354567
uc001dhq.3	ZZZ3	NM_015534	ENST00000370801
uc001dht.4	USP33	NM_015017	ENST00000370793
uc010ork.3	FAM73A	NM_001270384	ENST00000370791
uc001dic.4	NEXN	NM_144573	ENST00000330010
uc001dii.3	FUBP1	NM_003902	ENST00000370767
uc001dij.3	DNAJB4	NM_007034	ENST00000370763
uc001dik.3	GIPC2	NM_017655	ENST00000370759
uc001din.3	PTGFR	NM_000959	ENST00000370757
uc010oro.2	IFI44L	NM_006820	ENST00000370751
uc001dip.4	IFI44	NM_006417	ENST00000370747
uc001diq.4	ELTD1	NM_022159	ENST00000370742
uc001diu.3	LPHN2	NM_012302	ENST00000335786
uc031pmy.1	MIR548AP	NR_049805	n/a
uc001djc.3	TTLL7	NM_024686	ENST00000260505
uc001djl.3	PRKACB	NM_182948	ENST00000370685
uc001djr.3	SAMD13	NM_001010971	ENST00000370673
uc009wcg.3	UOX	NR_003927	ENST00000471089
uc001djt.1	DNASE2B	NM_021233	ENST00000370665
uc001djv.4	RPF1	NM_025065	ENST00000370654
uc001djw.4	GNG5	NM_005274	ENST00000370645
uc001dka.2	CTBS	NM_004388	ENST00000370630
uc001dkj.3	SSX2IP	NM_001166293	ENST00000342203
uc009wcj.1	LPAR3	NM_012152	ENST00000370611
uc001dkm.3	MCOLN2	NM_153259	ENST00000370608
uc001dkp.3	MCOLN3	NM_018298	ENST00000370589
uc001dkt.3	WDR63	NM_145172	ENST00000294664
uc021opc.1	MIR4423	NR_039619	ENST00000580922
uc009wcm.3	SYDE2	NM_032184	ENST00000341460
uc001dkv.3	C1orf52	NM_198077	ENST00000294661
uc021opd.1	BCL10	NM_003921	ENST00000370580
uc001dlb.3	DDAH1	NM_012137	ENST00000284031
uc001dle.3	CYR61	NM_001554	ENST00000451137
uc001dlh.3	ZNHIT6	NM_017953	ENST00000431532
uc001dlj.3	COL24A1	NM_152890	ENST00000370571
uc001dll.2	ODF2L	NM_001007022	ENST00000359242
uc001dlr.4	CLCA2	NM_006536	ENST00000370565
uc001dlt.3	CLCA1	NM_001285	ENST00000234701
uc009wcs.3	CLCA4	NM_012128	ENST00000370563
uc010osh.2	CLCA3P	NR_024604	ENST00000466454
uc001dly.3	SH3GLB1	NM_001206651	ENST00000370558
uc021opi.1	SEP15	NM_203341	ENST00000331835
uc010osk.2	HS2ST1	NM_012262	ENST00000370550
uc001dmi.3	LMO4	NM_006769	ENST00000370544
uc001dmk.3	LOC100505768	NR_038324	ENST00000452509
uc001dmn.3	PKN2	NM_006256	ENST00000370521
uc001dmo.4	GTF2B	NM_001514	ENST00000370500
uc001dmp.2	CCBL2	NM_001008661	ENST00000260508
uc001dms.3	RBMXL1	NM_019610	ENST00000399794
uc001dmt.3	GBP3	NM_018284	ENST00000370481
uc001dmx.2	GBP1	NM_002053	ENST00000370473
uc001dmz.1	GBP2	NM_004120	ENST00000370466
uc001dna.2	GBP7	NM_207398	ENST00000294671
uc001dnb.3	GBP4	NM_052941	ENST00000355754
uc001dnd.3	GBP5	NM_001134486	ENST00000343435
uc031pna.1	LOC729930	NR_077244	ENST00000446360
uc001dnf.2	GBP6	NM_198460	ENST00000370456
uc009wcy.1	GBP1P1	NR_003133	ENST00000513638
uc001dni.3	LRRC8B	NM_001134476	ENST00000330947
uc001dnk.1	FLJ27354	NR_033981	ENST00000415584
uc001dnl.4	LRRC8C	NM_032270	ENST00000370454
uc001dnn.3	LRRC8D	NM_018103	ENST00000337338
uc001dno.3	GEMIN8P4	NR_002830	ENST00000380526
uc001dnq.2	ZNF326	NM_182976	ENST00000340281
uc001dns.3	BARHL2	NM_020063	ENST00000370445
uc001dnw.3	ZNF644	NM_201269	ENST00000337393
uc001doa.4	HFM1	NM_001017975	ENST00000370425
uc001dof.3	CDC7	NM_001134419	ENST00000234626
uc001doh.3	TGFBR3	NM_003243	ENST00000212355
uc010osz.2	BRDT	NM_001242806	ENST00000399546
uc001don.2	EPHX4	NM_173567	ENST00000370383
