Gene Symbol	Transcript	Source	Matches Old Trx 
AMDHD1	NM_152435	MANE	Y
AMDHD2	NM_001330449	MANE	N
AMELX	NM_001142	MANE	N
AMELY	NM_001143	MANE	Y
AMER1	NM_152424	MANE	Y
AMER2	NM_152704	MANE	Y
AMER3	NM_152698	MANE	Y
AMFR	NM_001144	MANE	Y
AMH	NM_000479	MANE	Y
AMHR2	NM_020547	MANE	Y
AMIGO1	NM_020703	MANE	Y
AMIGO2	NM_001370299	MANE	N
AMIGO3	NM_198722	MANE	Y
AMMECR1	NM_015365	MANE	Y
AMMECR1L	NM_001199140	MANE	N
AMN	NM_030943	MANE	Y
AMN1	NM_001113402	MANE	Y
AMOT	NM_001113490	MANE	Y
AMOTL1	NM_130847	MANE	Y
AMOTL2	NM_016201	MANE	Y
AMPD1	NM_000036	MANE	Y
AMPD2	NM_001368809	MANE	N
AMPD3	NM_000480	UniProt	Y
AMPH	NM_001635	MANE	Y
AMT	NM_000481	MANE	Y
AMTN	NM_212557	MANE	Y
AMY1A	NM_004038	MANE	N
AMY1B	NM_001008218	MANE	Y
AMY1C	NM_001008219	MANE	Y
AMY2A	NM_000699	MANE	Y
AMY2B	NM_001387437	MANE	N
AMZ1	NM_001384743	MANE	N
AMZ2	NM_016627	MANE	N
AMZ2P1	NR_026903	LongestTrx	Y
ANAPC1	NM_022662	MANE	Y
ANAPC10	NM_001256706	MANE	N
ANAPC11	NM_001002248	MANE	N
ANAPC13	NM_015391	MANE	Y
ANAPC15	NM_014042	UniProt	Y
ANAPC16	NM_173473	MANE	N
ANAPC1P1	NR_037931	LongestTrx	Y
ANAPC1P2	NR_026846	LongestTrx	Y
ANAPC1P4	NR_160651	LongestTrx	N
ANAPC1P6	NR_157576	LongestTrx	N
ANAPC2	NM_013366	MANE	Y
ANAPC4	NM_013367	MANE	Y
ANAPC5	NM_016237	MANE	Y
ANAPC7	NM_016238	MANE	Y
ANG	NM_001097577	MANE	N
ANGEL1	NM_015305	MANE	Y
ANGEL2	NM_144567	MANE	Y
ANGPT1	NM_001146	MANE	Y
ANGPT2	NM_001118887	MANE	N
ANGPT4	NM_015985	MANE	Y
ANGPTL1	NM_004673	MANE	Y
ANGPTL2	NM_012098	MANE	Y
ANGPTL3	NM_014495	MANE	Y
ANGPTL4	NM_139314	MANE	Y
ANGPTL5	NM_178127	MANE	Y
ANGPTL6	NM_031917	MANE	Y
ANGPTL7	NM_021146	MANE	Y
ANGPTL8	NM_018687	MANE	Y
ANHX	NM_001372060	MANE	N
ANK1	NM_000037	MANE	N
ANK2	NM_001148	MANE	Y
ANK3	NM_020987	MANE	Y
ANKAR	NM_001378068	MANE	N
ANKDD1A	NM_182703	MANE	Y
ANKDD1B	NM_001276713	MANE	Y
ANKEF1	NM_022096	MANE	N
ANKFN1	NM_001370326	MANE	N
ANKFY1	NM_001330063	MANE	N
ANKH	NM_054027	MANE	Y
ANKHD1	NM_017747	MANE	N
ANKHD1-EIF4EBP3	NM_020690	LongestTrx	Y
ANKIB1	NM_019004	MANE	Y
ANKK1	NM_178510	MANE	Y
ANKLE1	NM_152363	MANE	Y
ANKLE2	NM_015114	MANE	Y
ANKMY1	NM_016552	UniProt	Y
ANKMY2	NM_020319	MANE	Y
ANKRA2	NM_023039	MANE	Y
ANKRD1	NM_014391	MANE	Y
ANKRD10	NM_017664	MANE	Y
ANKRD11	NM_013275	MANE	N
ANKRD12	NM_015208	MANE	Y
ANKRD13A	NM_033121	MANE	Y
ANKRD13B	NM_152345	MANE	Y
ANKRD13C	NM_030816	MANE	Y
ANKRD13D	NM_207354	MANE	Y
ANKRD16	NM_019046	MANE	Y
ANKRD17	NM_032217	MANE	Y
ANKRD18A	NM_147195	MANE	Y
ANKRD18B	NM_001353432	LongestTrx	N
ANKRD18CP	NR_136286	LongestTrx	N
ANKRD18DP	NR_003291	LongestTrx	Y
ANKRD19P	NR_026868	LongestTrx	Y
ANKRD2	NM_001346793	MANE	N
ANKRD20A1	NM_032250	MANE	N
ANKRD20A11P	NR_027270	LongestTrx	Y
ANKRD20A12P	NR_046228	LongestTrx	Y
ANKRD20A19P	NR_073430	LongestTrx	Y
ANKRD20A2P	NM_001012421	UniProt	Y
ANKRD20A3P	NM_001012419	UniProt	Y
ANKRD20A4-ANKRD20A20P	NR_146419	LongestTrx	N
ANKRD20A4P	NM_001098805	UniProt	Y
ANKRD20A5P	NR_040113	LongestTrx	Y
ANKRD20A8P	NR_003366	LongestTrx	N
ANKRD20A9P	NR_138091	LongestTrx	Y
ANKRD22	NM_144590	MANE	Y
ANKRD23	NM_144994	MANE	Y
ANKRD24	NM_133475	UniProt	Y
ANKRD26	NM_014915	MANE	Y
ANKRD26P1	NR_026556	LongestTrx	Y
ANKRD26P3	NR_027248	LongestTrx	Y
ANKRD27	NM_032139	MANE	Y
ANKRD28	NM_001349278	MANE	N
ANKRD29	NM_173505	MANE	Y
ANKRD30A	NM_052997	MANE	Y
ANKRD30B	NM_001145029	UniProt	Y
ANKRD30BL	NM_001358416	MANE	N
ANKRD30BP2	NR_026916	LongestTrx	Y
ANKRD30BP3	NR_033891	LongestTrx	Y
ANKRD31	NM_001372053	MANE	N
ANKRD33	NM_182608	MANE	Y
ANKRD33B	NM_001164440	MANE	Y
ANKRD34A	NM_001039888	MANE	Y
ANKRD34B	NM_001004441	MANE	Y
ANKRD34C	NM_001146341	MANE	Y
ANKRD34C-AS1	NR_038997	LongestTrx	Y
ANKRD35	NM_144698	MANE	Y
ANKRD36	NM_001354587	MANE	N
ANKRD36B	NM_025190	UniProt	Y
ANKRD36BP1	NR_026844	LongestTrx	Y
ANKRD36BP2	NR_015424	LongestTrx	Y
ANKRD36C	NM_001310154	LongestTrx	N
ANKRD37	NM_181726	MANE	Y
ANKRD39	NM_016466	MANE	Y
ANKRD40	NM_052855	MANE	Y
ANKRD40CL	NM_001358683	MANE	N
ANKRD42	NM_001300975	MANE	N
ANKRD44	NM_001195144	MANE	Y
ANKRD44-AS1	NR_135584	LongestTrx	N
ANKRD44-IT1	NR_046837	LongestTrx	N
ANKRD45	NM_198493	MANE	Y
ANKRD46	NM_001270377	MANE	N
ANKRD49	NM_017704	MANE	Y
ANKRD50	NM_020337	MANE	Y
ANKRD52	NM_173595	MANE	Y
ANKRD53	NM_001115116	MANE	Y
ANKRD54	NM_138797	MANE	Y
ANKRD55	NM_024669	MANE	Y
ANKRD6	NM_001242809	MANE	Y
ANKRD60	NM_001304369	UniProt	N
ANKRD61	NM_001271700	MANE	Y
ANKRD62	NM_001277333	MANE	Y
ANKRD62P1-PARP4P3	NR_040115	LongestTrx	Y
ANKRD63	NM_001190479	MANE	Y
ANKRD65	NM_001145210	MANE	Y
ANKRD66	NM_001162435	MANE	Y
ANKRD7	NM_019644	MANE	Y
ANKRD9	NM_152326	MANE	Y
ANKS1A	NM_015245	MANE	Y
ANKS1B	NM_020140	UniProt	N
ANKS3	NM_133450	MANE	Y
ANKS4B	NM_145865	MANE	Y
ANKS6	NM_173551	MANE	Y
ANKUB1	NM_001144960	MANE	Y
ANKZF1	NM_018089	MANE	Y
ANLN	NM_018685	MANE	Y
ANO1	NM_018043	UniProt	Y
ANO10	NM_018075	MANE	Y
ANO2	NM_001364791	MANE	N
ANO3	NM_031418	MANE	Y
ANO3-AS1	NR_132968	LongestTrx	N
ANO4	NM_001286615	MANE	N
ANO5	NM_213599	MANE	Y
ANO6	NM_001025356	MANE	N
ANO7	NM_001001666	UniProt	N
ANO8	NM_020959	MANE	Y
ANO9	NM_001012302	MANE	Y
ANOS1	NM_000216	MANE	Y
ANP32A	NM_006305	MANE	Y
ANP32A-IT1	NR_026808	LongestTrx	Y
ANP32AP1	NR_003144	LongestTrx	Y
ANP32B	NM_006401	MANE	Y
ANP32C	NM_012403	UniProt	Y
ANP32D	NM_012404	MANE	Y
ANP32E	NM_030920	MANE	Y
ANPEP	NM_001150	MANE	Y
ANTKMT	NM_023933	MANE	Y
ANTXR1	NM_032208	MANE	Y
ANTXR2	NM_058172	MANE	N
ANTXRL	NM_001278688	MANE	N
ANTXRLP1	NR_103827	LongestTrx	N
ANXA1	NM_000700	MANE	Y
ANXA10	NM_007193	MANE	Y
ANXA11	NM_145868	MANE	N
ANXA13	NM_004306	MANE	N
ANXA2	NM_004039	MANE	Y
ANXA2P1	NR_001562	LongestTrx	Y
ANXA2P2	NR_003573	LongestTrx	N
ANXA2P3	NR_001446	LongestTrx	Y
ANXA2R	NM_001014279	MANE	Y
ANXA3	NM_005139	MANE	Y
ANXA4	NM_001153	MANE	Y
ANXA5	NM_001154	MANE	Y
ANXA6	NM_001155	MANE	Y
ANXA7	NM_001156	MANE	N
ANXA8	NM_001040084	MANE	N
ANXA8L1	NM_001098845	MANE	Y
ANXA9	NM_003568	MANE	Y
AOAH	NM_001637	MANE	N
AOAH-IT1	NR_046764	LongestTrx	Y
AOC1	NM_001091	MANE	N
AOC2	NM_009590	MANE	Y
AOC3	NM_003734	MANE	Y
AOC4P	NR_002773	LongestTrx	Y
AOPEP	NM_001193329	MANE	Y
AOX1	NM_001159	MANE	Y
AOX3P-AOX2P	NR_135011	LongestTrx	N
AP1AR	NM_018569	MANE	Y
AP1B1	NM_001127	MANE	Y
AP1B1P1	NR_040114	LongestTrx	Y
AP1G1	NM_001128	MANE	Y
AP1G2	NM_003917	MANE	Y
AP1G2-AS1	NR_110555	LongestTrx	N
AP1M1	NM_032493	MANE	N
AP1M2	NM_005498	MANE	Y
AP1S1	NM_001283	MANE	Y
AP1S2	NM_001272071	MANE	Y
AP1S3	NM_001039569	MANE	Y
AP2A1	NM_130787	MANE	N
AP2A2	NM_012305	MANE	N
AP2B1	NM_001030006	MANE	Y
AP2M1	NM_004068	MANE	N
AP2S1	NM_004069	MANE	Y
AP3B1	NM_003664	MANE	Y
AP3B2	NM_001278512	MANE	N
AP3D1	NM_001261826	MANE	Y
AP3M1	NM_012095	MANE	Y
AP3M2	NM_006803	MANE	Y
AP3S1	NM_001284	MANE	Y
AP3S2	NM_005829	MANE	N
AP4B1	NM_001253852	MANE	Y
AP4B1-AS1	NR_125965	LongestTrx	N
AP4E1	NM_007347	MANE	Y
AP4M1	NM_004722	MANE	Y
AP4S1	NM_001128126	MANE	N
AP5B1	NM_138368	MANE	Y
AP5M1	NM_018229	MANE	Y
AP5S1	NM_018347	MANE	N
AP5Z1	NM_014855	MANE	Y
APAF1	NM_181861	MANE	Y
APBA1	NM_001163	MANE	Y
APBA2	NM_001353788	MANE	N
APBA3	NM_004886	MANE	Y
APBB1	NM_001164	MANE	N
APBB1IP	NM_019043	MANE	Y
APBB2	NM_004307	MANE	Y
APBB3	NM_133173	MANE	N
APC	NM_000038	MANE	Y
APC2	NM_005883	MANE	Y
APCDD1	NM_153000	MANE	Y
APCDD1L	NM_153360	MANE	Y
APCDD1L-DT	NR_034147	LongestTrx	Y
APCS	NM_001639	MANE	Y
APEH	NM_001640	MANE	Y
APELA	NM_001297550	MANE	N
APEX1	NM_001641	MANE	N
APEX2	NM_014481	MANE	Y
APH1A	NM_001077628	MANE	Y
APH1B	NM_031301	MANE	Y
API5	NM_001142930	MANE	Y
APIP	NM_015957	MANE	Y
APLF	NM_173545	MANE	Y
APLN	NM_017413	MANE	Y
APLNR	NM_005161	UniProt	Y
APLP1	NM_001024807	MANE	Y
APLP2	NM_001142276	MANE	N
APMAP	NM_020531	MANE	Y
APOA1	NM_000039	MANE	Y
APOA1-AS	NR_126362	LongestTrx	N
APOA2	NM_001643	MANE	Y
APOA4	NM_000482	MANE	Y
APOA5	NM_001371904	MANE	N
APOB	NM_000384	MANE	Y
APOBEC1	NM_001644	MANE	Y
APOBEC2	NM_006789	MANE	Y
APOBEC3A	NM_145699	MANE	N
APOBEC3A_B	NM_001193289	LongestTrx	Y
APOBEC3B	NM_004900	MANE	Y
APOBEC3B-AS1	NR_104187	LongestTrx	Y
APOBEC3C	NM_014508	MANE	Y
APOBEC3D	NM_152426	MANE	Y
APOBEC3F	NM_145298	MANE	Y
APOBEC3G	NM_021822	MANE	N
APOBEC3H	NM_181773	MANE	N
APOBEC4	NM_203454	MANE	Y
APOBR	NM_018690	MANE	Y
APOC1	NM_001645	MANE	Y
APOC1P1	NR_028412	LongestTrx	Y
APOC2	NM_000483	MANE	N
APOC3	NM_000040	MANE	Y
APOC4	NM_001646	MANE	Y
APOC4-APOC2	NR_037932	LongestTrx	N
APOD	NM_001647	MANE	Y
APOE	NM_000041	MANE	Y
APOF	NM_001638	MANE	Y
APOH	NM_000042	MANE	Y
APOL1	NM_003661	MANE	N
APOL2	NM_030882	MANE	N
APOL3	NM_014349	UniProt	N
APOL4	NM_001386885	MANE	N
APOL5	NM_030642	MANE	Y
APOL6	NM_030641	MANE	Y
APOLD1	NM_030817	MANE	N
APOM	NM_019101	MANE	Y
APOO	NM_024122	MANE	Y
APOOL	NM_198450	MANE	Y
APOOP5	NR_028471	LongestTrx	Y
APP	NM_000484	MANE	Y
APPBP2	NM_006380	MANE	Y
APPL1	NM_012096	MANE	Y
APPL2	NM_018171	MANE	N
APRT	NM_000485	MANE	Y
APTR	NR_038361	LongestTrx	Y
APTX	NM_001195248	MANE	Y
AQP1	NM_198098	MANE	N
AQP10	NM_080429	MANE	Y
AQP11	NM_173039	MANE	Y
AQP12A	NM_198998	MANE	Y
AQP12B	NM_001102467	MANE	Y
AQP2	NM_000486	MANE	Y
AQP3	NM_004925	MANE	Y
AQP4	NM_001650	MANE	Y
AQP4-AS1	NR_026908	LongestTrx	Y
AQP5	NM_001651	MANE	Y
AQP6	NM_001652	MANE	Y
AQP7	NM_001170	MANE	Y
AQP7P1	NR_002817	LongestTrx	Y
AQP7P3	NR_026558	LongestTrx	Y
AQP8	NM_001169	MANE	Y
AQP9	NM_020980	MANE	Y
AQR	NM_014691	MANE	Y
AR	NM_000044	MANE	Y
ARAF	NM_001654	MANE	N
ARAP1	NM_001040118	MANE	Y
ARAP1-AS2	NR_146780	LongestTrx	N
ARAP2	NM_015230	MANE	Y
ARAP3	NM_022481	MANE	Y
ARC	NM_015193	MANE	Y
ARCN1	NM_001655	MANE	Y
AREG	NM_001657	MANE	Y
AREL1	NM_001039479	MANE	Y
ARF1	NM_001658	MANE	N
ARF3	NM_001659	MANE	Y
ARF4	NM_001660	MANE	Y
ARF4-AS1	NR_132370	LongestTrx	N
ARF5	NM_001662	MANE	Y
ARF6	NM_001663	MANE	Y
ARFGAP1	NM_018209	MANE	N
ARFGAP2	NM_032389	MANE	Y
ARFGAP3	NM_014570	MANE	Y
ARFGEF1	NM_006421	MANE	Y
ARFGEF1-DT	NR_136223	LongestTrx	N
ARFGEF2	NM_006420	MANE	Y
ARFGEF3	NM_020340	MANE	Y
ARFIP1	NM_001025595	MANE	Y
ARFIP2	NM_001376558	MANE	N
ARFRP1	NM_001267547	MANE	N
ARG1	NM_000045	MANE	Y
ARG2	NM_001172	MANE	Y
ARGFX	NM_001012659	MANE	Y
ARGFXP2	NR_002222	LongestTrx	Y
ARGLU1	NM_018011	MANE	Y
ARHGAP1	NM_004308	MANE	Y
ARHGAP10	NM_024605	MANE	Y
ARHGAP11A	NM_014783	MANE	Y
ARHGAP11A-SCG5	NM_001368319	LongestTrx	Y
ARHGAP11B	NM_001039841	UniProt	Y
ARHGAP12	NM_018287	MANE	Y
ARHGAP15	NM_018460	MANE	Y
ARHGAP17	NM_001006634	MANE	Y
ARHGAP18	NM_033515	MANE	Y
ARHGAP19	NM_032900	MANE	Y
ARHGAP19-SLIT1	NR_037909	LongestTrx	N
ARHGAP20	NM_001384657	MANE	N
ARHGAP21	NM_020824	MANE	Y
ARHGAP22	NM_021226	MANE	N
ARHGAP22-IT1	NR_146782	LongestTrx	N
ARHGAP23	NM_001199417	MANE	Y
ARHGAP24	NM_001025616	MANE	Y
ARHGAP25	NM_001007231	MANE	Y
ARHGAP26	NM_001135608	MANE	N
ARHGAP26-AS1	NR_046680	LongestTrx	Y
ARHGAP26-IT1	NR_046816	LongestTrx	N
ARHGAP27	NM_174919	UniProt	Y
ARHGAP27P1	NR_027487	LongestTrx	Y
ARHGAP27P1-BPTFP1-KPNA2P3	NR_026899	LongestTrx	N
ARHGAP27P2	NR_027283	LongestTrx	Y
ARHGAP28	NM_001366230	MANE	N
ARHGAP28-AS1	NR_134645	LongestTrx	N
ARHGAP29	NM_004815	MANE	Y
ARHGAP30	NM_001025598	MANE	Y
ARHGAP31	NM_020754	MANE	Y
ARHGAP31-AS1	NR_046748	LongestTrx	N
ARHGAP32	NM_001378024	MANE	N
ARHGAP33	NM_052948	UniProt	Y
ARHGAP35	NM_004491	MANE	Y
ARHGAP36	NM_144967	MANE	Y
ARHGAP39	NM_025251	UniProt	Y
ARHGAP4	NM_001666	MANE	Y
ARHGAP40	NM_001164431	LongestTrx	Y
ARHGAP42	NM_152432	MANE	Y
ARHGAP42-AS1	NR_133571	LongestTrx	N
ARHGAP44	NM_014859	MANE	Y
ARHGAP44-AS1	NR_104607	LongestTrx	N
ARHGAP45	NM_012292	MANE	N
ARHGAP5	NM_001030055	MANE	Y
ARHGAP5-AS1	NR_027263	LongestTrx	Y
ARHGAP6	NM_013427	MANE	Y
ARHGAP8	NM_181335	MANE	N
ARHGAP9	NM_032496	MANE	Y
ARHGDIA	NM_004309	MANE	Y
ARHGDIB	NM_001175	MANE	Y
ARHGDIG	NM_001176	MANE	Y
ARHGEF1	NM_004706	MANE	N
ARHGEF10	NM_014629	MANE	Y
ARHGEF10L	NM_018125	MANE	Y
ARHGEF11	NM_198236	MANE	Y
ARHGEF12	NM_015313	MANE	Y
ARHGEF15	NM_173728	MANE	Y
ARHGEF16	NM_014448	MANE	Y
ARHGEF17	NM_014786	MANE	Y
ARHGEF18	NM_001367823	MANE	N
ARHGEF19	NM_153213	MANE	Y
ARHGEF2	NM_001162383	MANE	Y
ARHGEF25	NM_182947	MANE	N
ARHGEF26	NM_015595	MANE	N
ARHGEF26-AS1	NR_037901	LongestTrx	Y
ARHGEF28	NM_001177693	MANE	N
ARHGEF3	NM_019555	MANE	N
ARHGEF33	NM_001145451	MANE	Y
ARHGEF34P	NR_033942	LongestTrx	Y
ARHGEF35	NM_001003702	MANE	Y
ARHGEF35-AS1	NR_126022	LongestTrx	Y
ARHGEF37	NM_001001669	MANE	Y
ARHGEF38	NM_001242729	MANE	Y
ARHGEF38-IT1	NR_046840	LongestTrx	Y
ARHGEF39	NM_032818	MANE	Y
ARHGEF3-AS1	NR_046572	LongestTrx	Y
ARHGEF4	NM_001367493	MANE	N
ARHGEF40	NM_018071	MANE	Y
ARHGEF5	NM_005435	MANE	Y
ARHGEF6	NM_004840	MANE	Y
ARHGEF7	NM_001354046	MANE	N
ARHGEF7-AS1	NR_046516	LongestTrx	N
ARHGEF7-AS2	NR_046667	LongestTrx	N
ARHGEF9	NM_001353921	MANE	N
ARHGEF9-IT1	NR_138419	LongestTrx	N
ARID1A	NM_006015	MANE	Y
ARID1B	NM_001374828	MANE	N
ARID2	NM_152641	MANE	Y
ARID3A	NM_005224	MANE	Y
ARID3B	NM_006465	MANE	Y
ARID3C	NM_001017363	UniProt	Y
ARID4A	NM_002892	MANE	Y
ARID4B	NM_016374	MANE	Y
ARID5A	NM_212481	MANE	Y
ARID5B	NM_032199	MANE	Y
ARIH1	NM_005744	MANE	Y
ARIH2	NM_006321	MANE	Y
ARIH2OS	NM_001123040	UniProt	Y
ARL1	NM_001177	MANE	Y
ARL10	NM_173664	MANE	Y
ARL11	NM_138450	MANE	Y
ARL13A	NM_001162491	MANE	N
ARL13B	NM_001174150	MANE	Y
ARL14	NM_025047	MANE	Y
ARL14EP	NM_152316	MANE	Y
ARL14EPL	NM_001195581	UniProt	Y
ARL15	NM_019087	MANE	Y
ARL16	NM_001040025	MANE	Y
ARL17A	NM_001113738	MANE	Y
ARL17B	NM_001039083	MANE	Y
ARL2	NM_001667	MANE	Y
ARL2BP	NM_012106	MANE	Y
ARL2-SNX15	NR_037650	LongestTrx	N
ARL3	NM_004311	MANE	Y
ARL4A	NM_005738	MANE	N
ARL4C	NM_001282431	MANE	N
ARL4D	NM_001661	MANE	Y
ARL5A	NM_012097	MANE	Y
ARL5B	NM_178815	MANE	Y
ARL5C	NM_001143968	MANE	Y
ARL6	NM_001278293	MANE	N
ARL6IP1	NM_015161	MANE	Y
ARL6IP4	NM_018694	MANE	Y
ARL6IP5	NM_006407	MANE	Y
ARL6IP6	NM_152522	MANE	Y
ARL8A	NM_138795	MANE	Y
ARL8B	NM_018184	MANE	Y
ARL9	NM_001363794	MANE	N
ARLNC1	NR_131948	LongestTrx	N
ARMC1	NM_018120	MANE	Y
ARMC10	NM_031905	MANE	Y
ARMC12	NM_001286574	MANE	N
ARMC2	NM_032131	MANE	Y
ARMC2-AS1	NR_104137	LongestTrx	N
ARMC3	NM_173081	MANE	Y
ARMC5	NM_001105247	MANE	Y
ARMC6	NM_001199196	MANE	N
ARMC7	NM_024585	MANE	Y
ARMC8	NM_001363941	MANE	N
ARMC9	NM_001352754	MANE	N
ARMCX1	NM_016608	MANE	Y
ARMCX2	NM_177949	MANE	N
ARMCX3	NM_177947	MANE	Y
ARMCX4	NM_001256155	UniProt	Y
ARMCX5	NM_022838	UniProt	Y
ARMCX5-GPRASP2	NM_001350268	LongestTrx	N
ARMCX6	NM_019007	MANE	N
ARMH1	NM_001145636	MANE	Y
ARMH2	NM_001282492	MANE	N
ARMH3	NM_024541	MANE	Y
ARMH4	NM_001001872	MANE	Y
ARMS2	NM_001099667	MANE	Y
ARMT1	NM_024573	MANE	Y
ARNT	NM_001668	MANE	Y
ARNT2	NM_014862	MANE	Y
ARNTL	NM_001297719	MANE	N
ARNTL2	NM_020183	UniProt	Y
ARNTL2-AS1	NR_109975	LongestTrx	N
ARPC1A	NM_006409	MANE	Y
ARPC1B	NM_005720	MANE	Y
ARPC2	NM_152862	MANE	Y
ARPC3	NM_001278556	MANE	N
ARPC4	NM_005718	MANE	N
ARPC4-TTLL3	NM_001198793	UniProt	N
ARPC5	NM_005717	MANE	N
ARPC5L	NM_030978	MANE	Y
ARPIN	NM_182616	MANE	N
ARPIN-AP3S2	NM_001199058	UniProt	Y
ARPP19	NM_006628	MANE	Y
ARPP21	NM_001385562	MANE	N
ARR3	NM_004312	MANE	Y
ARRB1	NM_004041	MANE	Y
ARRB2	NM_004313	MANE	N
ARRDC1	NM_152285	MANE	Y
ARRDC1-AS1	NR_122035	LongestTrx	N
ARRDC2	NM_015683	MANE	Y
ARRDC3	NM_020801	MANE	Y
ARRDC3-AS1	NR_027435	LongestTrx	Y
ARRDC4	NM_183376	MANE	Y
ARRDC5	NM_001080523	MANE	Y
ARSA	NM_000487	MANE	N
ARSB	NM_000046	MANE	Y
ARSD	NM_001669	MANE	Y
ARSD-AS1	NR_144459	LongestTrx	N
ARSF	NM_001201539	MANE	N
ARSG	NM_001267727	MANE	N
ARSH	NM_001011719	MANE	Y
ARSI	NM_001012301	MANE	Y
ARSJ	NM_024590	MANE	Y
ARSK	NM_198150	MANE	Y
ARSL	NM_000047	MANE	Y
ART1	NM_004314	MANE	Y
ART3	NM_001130016	MANE	Y
ART4	NM_021071	MANE	Y
ART5	NM_053017	MANE	Y
ARTN	NM_057091	MANE	N
ARV1	NM_022786	MANE	Y
ARVCF	NM_001670	MANE	Y
ARX	NM_139058	MANE	Y
AS3MT	NM_020682	MANE	Y
ASAH1	NM_177924	MANE	N
ASAH2	NM_019893	MANE	Y
ASAH2B	NM_001321958	MANE	N
ASAP1	NM_018482	MANE	Y
ASAP1-IT1	NR_002765	LongestTrx	Y
ASAP1-IT2	NR_045385	LongestTrx	Y
ASAP2	NM_003887	MANE	Y
ASAP3	NM_017707	MANE	Y
ASB1	NM_001040445	MANE	Y
ASB10	NM_001142459	MANE	Y
ASB11	NM_080873	MANE	Y
ASB12	NM_130388	MANE	N
ASB13	NM_024701	MANE	Y
ASB14	NM_001142733	MANE	Y
ASB15	NM_001290258	MANE	N
ASB15-AS1	NR_111922	LongestTrx	N
ASB16	NM_080863	MANE	Y
ASB16-AS1	NR_049729	LongestTrx	Y
ASB17	NM_080868	MANE	Y
ASB18	NM_212556	UniProt	Y
ASB2	NM_001202429	MANE	Y
ASB3	NM_016115	MANE	N
ASB4	NM_016116	MANE	Y
ASB5	NM_080874	MANE	Y
ASB6	NM_017873	MANE	Y
ASB7	NM_198243	MANE	Y
ASB8	NM_024095	MANE	Y
ASB9	NM_001031739	MANE	Y
ASB9P1	NR_033769	LongestTrx	Y
ASCC1	NM_001198800	MANE	N
ASCC2	NM_032204	MANE	Y
ASCC3	NM_006828	MANE	Y
ASCL1	NM_004316	MANE	Y
ASCL2	NM_005170	MANE	Y
ASCL3	NM_020646	UniProt	Y
ASCL4	NM_203436	MANE	Y
ASCL5	NM_001270601	MANE	Y
ASDURF	NM_001353493	MANE	N
ASF1A	NM_014034	MANE	Y
ASF1B	NM_018154	MANE	Y
ASGR1	NM_001671	MANE	Y
ASGR2	NM_001181	UniProt	N
ASH1L	NM_018489	MANE	Y
ASH1L-AS1	NR_147963	LongestTrx	N
ASH2L	NM_004674	MANE	Y
ASIC1	NM_001095	MANE	N
ASIC2	NM_183377	MANE	N
ASIC3	NM_004769	MANE	N
ASIC4	NM_018674	MANE	N
ASIC5	NM_017419	MANE	Y
ASIP	NM_001672	MANE	Y
ASL	NM_000048	MANE	Y
ASMT	NM_001171038	MANE	Y
ASMTL	NM_004192	MANE	Y
ASMTL-AS1	NR_026710	LongestTrx	Y
ASNS	NM_001673	MANE	Y
ASNSD1	NM_019048	MANE	Y
ASNSP1	NR_146077	LongestTrx	N
ASPA	NM_000049	MANE	Y
ASPDH	NM_001114598	MANE	Y
ASPG	NM_001080464	MANE	Y
ASPH	NM_004318	MANE	Y
ASPHD1	NM_181718	MANE	Y
ASPHD2	NM_020437	MANE	Y
ASPM	NM_018136	MANE	Y
ASPN	NM_017680	UniProt	Y
ASPRV1	NM_152792	MANE	Y
ASPSCR1	NM_024083	MANE	N
AS-PTPRE	NR_136150	LongestTrx	N
ASRGL1	NM_001083926	MANE	Y
ASS1	NM_054012	MANE	N
ASTE1	NM_014065	MANE	Y
ASTL	NM_001002036	MANE	Y
ASTN1	NM_004319	MANE	Y
ASTN2	NM_001365068	MANE	N
ASTN2-AS1	NR_033973	LongestTrx	Y
ASXL1	NM_015338	MANE	Y
ASXL2	NM_018263	MANE	Y
ASXL3	NM_030632	MANE	Y
ASZ1	NM_130768	MANE	Y
ATAD1	NM_001321967	MANE	N
ATAD2	NM_014109	MANE	Y
ATAD2B	NM_017552	MANE	Y
ATAD3A	NM_001170535	MANE	N
ATAD3B	NM_031921	MANE	Y
ATAD3C	NM_001039211	MANE	Y
ATAD5	NM_024857	MANE	Y
ATAT1	NM_001031722	MANE	Y
ATCAY	NM_033064	MANE	Y
ATE1	NM_007041	UniProt	N
ATE1-AS1	NR_120495	LongestTrx	N
ATF1	NM_005171	MANE	Y
ATF2	NM_001880	MANE	Y
ATF3	NM_001674	MANE	N
ATF4	NM_182810	MANE	Y
ATF5	NM_001193646	MANE	Y
ATF6	NM_007348	MANE	Y
ATF6B	NM_004381	MANE	Y
ATF7	NM_006856	MANE	Y
ATF7IP	NM_018179	MANE	Y
ATF7IP2	NM_024997	UniProt	Y
ATF7-NPFF	NM_001366559	LongestTrx	N
ATG10	NM_031482	MANE	Y
ATG101	NM_021934	MANE	N
ATG12	NM_004707	MANE	Y
ATG13	NM_001346311	MANE	N
ATG14	NM_014924	MANE	Y
ATG16L1	NM_030803	MANE	Y
ATG16L2	NM_033388	MANE	Y
ATG2A	NM_015104	MANE	Y
ATG2B	NM_018036	MANE	Y
ATG3	NM_022488	MANE	Y
ATG4A	NM_052936	MANE	Y
